id,name_en,description_en,related_product_ids,list_price,discounted_price,short_description_en,sku
687,Rocco Gym Tank,"&lt;p&gt;Weights? Heavy Bag? Bikram? However you get sweaty, you'll be prepared with the moisture-wicking all-purpose Rocco Gym Tank. The free-moving cut gives you maximum range of motion, with flatlock seams to eliminate chafing.&lt;/p&gt; &lt;p&gt;&amp;bull; Light blue heather gray tank.&lt;br /&gt;&amp;bull; Quick-drying, moisture-wicking.&lt;br /&gt;&amp;bull; 4-way stretch construction.&lt;br /&gt;&amp;bull; Flatlock seams prevent chafing.&lt;br /&gt;&amp;bull; Mesh at back for breathability.&lt;br /&gt;&amp;bull; 100% Polyester.&lt;br /&gt;&amp;bull; UPF 50 protection.&lt;/p&gt;",,24,24,,MT05
693,Vulcan Weightlifting Tank,"&lt;p&gt;The Olympic styled Vulcan Weightlifting Tank features polyester stretch and flex. Hit the rack in sleeveless style and unleash your personal best. This tank is designed to max performance, comfort and range of motion.&lt;/p&gt; &lt;p&gt;&amp;bull; Black polyester spandex tank.&lt;br /&gt;&amp;bull; 100% polyester.&lt;br /&gt;&amp;bull; Freedom of movement.&lt;br /&gt;&amp;bull; No-chafe seams.&lt;/p&gt;",,28,28,,MT06
699,Argus All-Weather Tank,"&lt;p&gt;The Argus All-Weather Tank is sure to become your favorite base layer or go-to cover for hot outdoor workouts. With its subtle reflective safely trim, you can even wear it jogging on urban evenings.&lt;/p&gt; &lt;p&gt;&amp;bull; Dark gray polyester spandex tank.&lt;br /&gt;&amp;bull; Reflective details for nighttime visibility. &lt;br /&gt;&amp;bull; Stash pocket.&lt;br /&gt;&amp;bull; Anti-chafe flatlock seams.&lt;/p&gt;",,22,22,,MT07
705,Sparta Gym Tank,"&lt;p&gt;The high performance Sparta Gym Tank is made with thin, light, merino wool and aims to be the perfect base layer or balmy weather running and fitness top.&lt;/p&gt; &lt;p&gt;&amp;bull; Green polyester tank.&lt;br /&gt;&amp;bull; Ultra lightweight.&lt;br /&gt;&amp;bull; Naturally odor-resistant.&lt;br /&gt;&amp;bull; Close-to-body athletic fit.&lt;br /&gt;&amp;bull; Chafe-resistant flatlock seams.&lt;/p&gt;",,29,29,,MT08
711,Sinbad Fitness Tank,"&lt;p&gt;Solid in color and construction, the 100% cotton-weave Sinbad Fitness Tank moves with you as you press, hold, crunch and stride your way to the ultimate you.&lt;/p&gt; &lt;p&gt;&amp;bull; Teal polyester tank.&lt;br /&gt;&amp;bull; Premium fit tank top.&lt;br /&gt;&amp;bull; Ultra lightweight.&lt;br /&gt;&amp;bull; Naturally odor-resistant.&lt;/p&gt;",,29,29,,MT09
717,Tiberius Gym Tank,"&lt;p&gt;Whether you're classy or just sweaty, the Tiberius Gym Tank helps you look good while you're at it. What's more, its moisture-wicking, quick-drying, anti-microbial and anti-odor construction help ensure you're welcome back to the gym.&lt;/p&gt; &lt;p&gt;&amp;bull; Yellow scoop neck cotton tank.&lt;br /&gt;&amp;bull; Comfortable, relaxed fit.&lt;br /&gt;&amp;bull; 55% Hemp / 45% Organic Cotton.&lt;br /&gt;&amp;bull; Pesticide- and herbicide-free hemp.&lt;/p&gt;",,18,18,,MT10
723,Atlas Fitness Tank,"&lt;p&gt;From weekend warrior to Warrior Pose II, no role can beat the Atlas Fitness Tank, a versatile top for gym and yoga studio. Wicking-weave soft fabric helps prevent uncomfortable chafing.&lt;/p&gt; &lt;p&gt;&amp;bull; Teal scoop neck cotton tank.&lt;br /&gt;&amp;bull; Triblend, soft fabric.&lt;br /&gt;&amp;bull; Relaxed fit.&lt;/p&gt;",,18,18,,MT11
729,Cassius Sparring Tank,"&lt;p&gt;Whether you're up against a partner or the clock, the Cassius Sparring Tank is in your corner, moving effortless with your body. The light and loose feel gives you no reason to give up before the bell or the end of the block.&lt;/p&gt; &lt;p&gt;&amp;bull; Royal crewneck cotton tank.&lt;br /&gt;&amp;bull; Contrast stitching.&lt;br /&gt;&amp;bull; Self fabric binding at neckline.&lt;br /&gt;&amp;bull; Slim fit.&lt;br /&gt;&amp;bull; 96% Merino / 4% LYCRA&amp;reg;.&lt;/p&gt;",,18,18,,MT12
742,Caesar Warm-Up Pant,&lt;p&gt;Command your workout and keep your muscles limber in the Caesar Warm-Up Pant. Engineered CoolTech&amp;trade; fabric wicks away moisture so you don't have to worry about sweat and discomfort. The drawstring-adjustable waist helps make sure your pants fit properly.&lt;/p&gt; &lt;p&gt;&amp;bull; Light gray heather knit straight leg pants.&lt;br /&gt;&amp;bull; Relaxed fit. &lt;br /&gt;&amp;bull; Inseam: 32&quot;. &lt;br /&gt;&amp;bull; Machine wash/dry.&lt;br /&gt;&amp;bull; CoolTech&amp;trade; wicking fabric.&lt;/p&gt;,,35,35,,MP01
755,Viktor LumaTech&amp;trade; Pant,"&lt;p&gt;You'll love the new Viktor LumaTech&amp;trade; Pant, with featherweight fleece fabric lining and stretchy, sweat-wicking material. It delivers toasty warmth on the sidelines or in cold-weather training, with reflective trim for a safe finish.&lt;/p&gt; &lt;p&gt;&amp;bull; Dark gray polyester/spandex straight leg pants.&lt;br /&gt;&amp;bull; Elastic waistband and internal drawstring.&lt;br /&gt;&amp;bull; Relaxed fit. &lt;br /&gt;&amp;bull; Machine wash/dry.&lt;/p&gt;",,46,46,,MP02
768,Geo Insulated Jogging Pant,"&lt;p&gt;In the cold, even the toughest guys shiver, unless they're in the Geo Insulated Jogging Pant. Lightweight and wind resistant, they block brutal wind gusts and warm you to the bone. Breathable mesh keeps them dry on the inside.&lt;/p&gt; &lt;p&gt;&amp;bull; Black polyester spandex pants with zipper pockets.&lt;br /&gt;&amp;bull; Reflective safety accents. &lt;br /&gt;&amp;bull; Loose fit.&lt;br /&gt;&amp;bull; On-seam pockets. &lt;br /&gt;&amp;bull; 8&quot; leg zips. 32&quot; inseam. &lt;br /&gt;&amp;bull; Machine wash/dry.&lt;/p&gt;",,51,51,,MP03
781,Supernova Sport Pant,&lt;p&gt;Turn the corner and open it up -- your driveway is two blocks away. The Supernova Sport Pant gets you there with key features like moisture-wicking LumaTech&amp;trade; fabric and mesh ventilation. Side seam pockets ensure total convenience during rest periods.&lt;/p&gt; &lt;p&gt;&amp;bull; Dark heather gray straight leg cotton pants.&lt;br /&gt;&amp;bull; Relaxed fit. &lt;br /&gt;&amp;bull; Internal drawstring. &lt;br /&gt;&amp;bull; Machine wash/dry.&lt;/p&gt;,,45,45,,MP04
794,Kratos Gym Pant,"&lt;p&gt;Like it's namesake god of strength, the Kratos Gym Pant help you bring your best to bear on weight-based, plyometric and endurance exercise. They stretch and support in all the right places while ultra-light construction and moisture-wicking technology provide comfort.&lt;/p&gt; &lt;p&gt;&amp;bull; Navy cotton straight leg pants.&lt;br /&gt;&amp;bull; Relaxed fit. &lt;br /&gt;&amp;bull; 2 side-seam pockets. &lt;br /&gt;&amp;bull; Internal zip pocket. &lt;br /&gt;&amp;bull; Drawstring waist. &lt;br /&gt;&amp;bull; Machine wash/dry.&lt;/p&gt;",,57,57,,MP05
807,Mithra Warmup Pant,"&lt;p&gt;When you're not sure you're up to the weather, don the Mithra Warmup Pant for a confidence boost. Its supersoft, stretchy fabric and fleece-like finish help prep your muscles and ease your mind. Designed for relaxed, easy-wear fit with handy ankle zips.&lt;/p&gt; &lt;p&gt;&amp;bull; Ankle zips.&lt;br /&gt;&amp;bull; Elasticized waistband with draw cord.&lt;br /&gt;&amp;bull; Dual hand pockets.&lt;br /&gt;&amp;bull; Reflective elements for low-light safety.&lt;/p&gt;",,28,28,,MP06
820,Thorpe Track Pant,"&lt;p&gt;Thirty degree temps are chilly for most, except when you're in Thorpe Track Pants. These top-of-the-line track bottoms are made from fast-drying, weather-resistant fabric with an internal breathable layer of mesh nylon to wick away moisture.&lt;/p&gt; &lt;p&gt;&amp;bull; Moisture transfer properties. &lt;br /&gt;&amp;bull; 7% stretch.&lt;br /&gt;&amp;bull; Reflective safety trim.&lt;br /&gt;&amp;bull; Elastic drawcord waist.&lt;/p&gt;",,68,68,,MP07
833,Zeppelin Yoga Pant,"&lt;p&gt;Climb every mountain, or hold every pose, in the all-purpose Zepellin Yoga Pant. With its thin fleece interior and smooth layer-friendly surface, you'll get all the comfort and versatility you need.&lt;/p&gt; &lt;p&gt;&amp;bull; Smooth exterior for easy over-layering.&lt;br /&gt;&amp;bull; Brushed fleece interior insulates and wicks. &lt;br /&gt;&amp;bull; No-roll elastic waistband with inner drawstring.&lt;br /&gt;&amp;bull; Chafe-resistant flatlock seams.&lt;/p&gt;",,82,82,,MP08
846,Livingston All-Purpose Tight,"&lt;p&gt;It's not often that your pants work as a yoga staple and a climbing buddy. The Livingston All-Purpose Tight is made with soft, 11% cotton and nylon polymer stretch construction that lets you find the right angle in the studio or on the mountain side.&lt;/p&gt; &lt;p&gt;&amp;bull; Breathable stretch organic cotton/spandex.&lt;br /&gt;&amp;bull; Compression fit&lt;br /&gt;&amp;bull; Hidden key pocket&lt;br /&gt;&amp;bull; Elastic waist with internal drawcord.&lt;/p&gt;",,75,75,,MP09
859,Orestes Yoga Pant,&lt;p&gt;The Orestes Yoga Pant is a yoga basic that sustains the novice yogi well into the expert stage. Organic sustainable cotton and 9% stretch spandex let your body bend to your will while your conscience stays clear.&lt;/p&gt; &lt;p&gt;&amp;bull; A yoga essential.&lt;br /&gt;&amp;bull; Breathable stretch organic cotton/spandex.&lt;br /&gt;&amp;bull; Standard Fit.&lt;/p&gt;,,66,66,,MP10
872,Aether Gym Pant,"&lt;p&gt;The Aether Gym Pant is built for the studio, but adapts perfectly well to outdoor and gym environs too. With lightweight stretch fabric and water-repellent exterior, the Aether is ready for all comers.&lt;/p&gt; &lt;p&gt;&amp;bull; Pants/shorts convertible.&lt;br /&gt;&amp;bull; Lightweight moisture wicking. &lt;br /&gt;&amp;bull; Water repellent.&lt;br /&gt;&amp;bull; Belted waist.&lt;/p&gt;",,74,74,,MP11
885,Cronus Yoga Pant,"&lt;p&gt;Guys who love yoga love this all-purpose yoga pant. Designed for yoga, gym and lounge, the Cronus Yoga Pant is a loose-fitting, classic-style pant made from a lightweight blend of cotton, recycled polyester and a touch of Spandex for the stretch factor.&lt;/p&gt; &lt;p&gt;&amp;bull; Drawstring waist.&lt;br /&gt;&amp;bull; Loose, straight-leg fit.&lt;br /&gt;&amp;bull; Lightweight cotton-recycled blend.&lt;br /&gt;&amp;bull; Front pockets with stitching detail.&lt;br /&gt;&amp;bull; Elastic ankle.&lt;/p&gt;",,48,48,,MP12
898,Cobalt CoolTech&amp;trade; Fitness Short,"&lt;p&gt;It's not rocket surgery: the hotter your conditions, the more you need to stay cool. That's why the Cobalt CoolTech&amp;trade; Fitness Short features built-in technology and side perforations that keep you ventilated and comfortable for the distance. The elastic waist promises a personalized fit.&lt;/p&gt; &lt;p&gt;&amp;bull; Light blue nylon shorts.&lt;br /&gt;&amp;bull; Relaxed fit. &lt;br /&gt;&amp;bull; 5&quot; inseam. &lt;br /&gt;&amp;bull; Machine wash/dry.&lt;/p&gt;",,44,44,,MSH01
903,Apollo Running Short,"&lt;p&gt;Fleet of foot or slow and steady, you'll be in complete comfort with the Apollo Running Short. Lightweight polyester material lets you move with ease, and mesh side panels promise plenty of ventilation as you work up a sweat. The stretchy elastic waistband delivers a flexible fit.&lt;/p&gt; &lt;p&gt;&amp;bull; Black shorts with green accents.&lt;br /&gt;&amp;bull; Side pockets. &lt;br /&gt;&amp;bull; 4&quot; inseam. &lt;br /&gt;&amp;bull; Machine wash/dry.&lt;/p&gt;",,32.5,32.5,,MSH02
916,Meteor Workout Short,"&lt;p&gt;Step into the Meteor Workout Short for an incredibly lightweight fitness experience. Its breathable construction and an inner brief provide additional comfort and support, while the adjustable waistband offers the perfect fit to take you to the finish.&lt;/p&gt; &lt;p&gt;&amp;bull; Royal blue shorts with light blue accents.&lt;br /&gt;&amp;bull; Interior drawstring waistband. &lt;br /&gt;&amp;bull; 7&quot; inseam. &lt;br /&gt;&amp;bull; Machine wash/dry.&lt;/p&gt;",,32.5,32.5,,MSH03
929,Torque Power Short,"&lt;p&gt;Take a turn in the Torque Power Short and enjoy the smooth, motion-friendly stretch and sweat-wicking, UV-protective material. You'll stay cool, dry and energized miles later.&lt;/p&gt; &lt;p&gt;&amp;bull; Light gray shorts.&lt;br /&gt;&amp;bull; Fitted design. &lt;br /&gt;&amp;bull; Elastic waistband. &lt;br /&gt;&amp;bull; Flat-seam construction. &lt;br /&gt;&amp;bull; 7&quot; inseam. &lt;br /&gt;&amp;bull; Machine wash/dry.&lt;/p&gt;",,32.5,32.5,,MSH04
942,Hawkeye Yoga Short,"&lt;p&gt;What more do you need than a sporty yoga short made with organic cotton and a little spandex for mobility? The Hawkeye Yoga Short brings a stylish, standard fit you can sport with confidence outside the studio.&lt;/p&gt; &lt;p&gt;&amp;bull; Dark gray shorts with red accents.&lt;br /&gt;&amp;bull; 92% Organic Cotton 8% Spandex.&lt;br /&gt;&amp;bull; Breathable stretch organic cotton.&lt;br /&gt;&amp;bull; Medium=8.0&quot; (21.0cm) inseam.&lt;/p&gt;",,29,29,,MSH05
955,Lono Yoga Short,"&lt;p&gt;Some shorts are &amp;ldquo;all-purpose,&amp;rdquo; while the Lono Yoga Short has a single purpose: yoga. Soft, flexible outer material moves with your body, and a secure, integrated boxer brief liner gives you extra confidence as you push your physique to the outer limits.&lt;/p&gt; &lt;p&gt;&amp;bull; Dark gray shorts with mesh accents.&lt;br /&gt;&amp;bull; Ultra flexible four-way stretch.&lt;br /&gt;&amp;bull; Flatlock seams and waistband.&lt;br /&gt;&amp;bull; Two pockets, phony fly.&lt;br /&gt;&amp;bull; Nylon/Lycra outer, Polyester/Lycra inner.&lt;/p&gt;",,32,32,,MSH06
968,Rapha Sports Short,"&lt;p&gt;For those about to sweat, we support you with the Rapha Sports Short. The compression-fit liner surrounds your muscles with the stimulation they need to find your high gear, while moisture-wicking performance fabric helps prevents sweat build-up.&lt;/p&gt; &lt;p&gt;&amp;bull; Black shorts with royal accents.&lt;br /&gt;&amp;bull; Compression liner. &lt;br /&gt;&amp;bull; Inseam: 8&quot;. &lt;br /&gt;&amp;bull; Machine wash/dry.&lt;/p&gt;",,35,35,,MSH07
981,Orestes Fitness Short,"&lt;p&gt;You're out of excuses not to run, lift, or play when you own a pair of the Orestes Fitness Short. You won't complain about the high-performance polyester wicking fabric, reflective safety trim or seamless built-in comfort brief, either.&lt;/p&gt; &lt;p&gt;&amp;bull; Black shorts with dark gray accents.&lt;br /&gt;&amp;bull; Elasticized waistband with interior drawstring.&lt;br /&gt;&amp;bull; Ventilating mesh detailing.&lt;br /&gt;&amp;bull; 100% polyester and recycled polyester.&lt;br /&gt;&amp;bull; Machine wash cold, tumble dry low.&lt;/p&gt;",,35,35,,MSH08
994,Troy Yoga Short,"&lt;p&gt;The versatile, all-purpose Troy Yoga Short is knee-lengthed with an elastic waistband with drawstring, making it comfortably flexible. The removable LumaTech&amp;trade; wicking liner is also bacteria resistant.&lt;/p&gt; &lt;p&gt;&amp;bull; Navy polyester pinstripe shorts.&lt;br /&gt;&amp;bull; Woven fabric with moderate stretch.&lt;br /&gt;&amp;bull; 62% cotton/34% nylon/4% spandex.&lt;br /&gt;&amp;bull; LumaTech&amp;trade; lining.&lt;/p&gt;",,24,24,,MSH09
1007,Sol Active Short,"&lt;p&gt;You'll let your fear go and push your limits in your new Sol Active Short. Featuring ultra-breathable performance fabric and a flat comfort-fit waistband, the Sol Active Short is perfect for high-intensity circuits or high-heat bikram.&lt;/p&gt; &lt;p&gt;&amp;bull; Light blue jersey shorts with mesh detail.&lt;br /&gt;&amp;bull; 87% Spandex 13% Lycra.&lt;br /&gt;&amp;bull; Machine wash cold, tumble dry low.&lt;br /&gt;&amp;bull; Superior performance fabric.&lt;br /&gt;&amp;bull; Flat-lock seams.&lt;/p&gt;",,32,32,,MSH10
1020,Arcadio Gym Short,"&lt;p&gt;The Arcadio Gym short is a basic-looking piece with a lot more than meets the eye: casual-yet-functional relaxed fit, comfortable waistband and adjustable drawstring. Everything you need, plus more.&lt;/p&gt; &lt;p&gt;&amp;bull; Royal blue cotton shorts.&lt;br /&gt;&amp;bull; Built-in mesh brief. &lt;br /&gt;&amp;bull; 87% Spandex 13% Lycra.&lt;br /&gt;&amp;bull; Adjustable drawstring.&lt;/p&gt;",,20,20,,MSH11
1033,Pierce Gym Short,"&lt;p&gt;The Pierce Gym Short is similar to our Arcadio Gym Short, but designed with a fitted, tapered look. A flat waistband with an adjustable drawstring adds comfort, with zippered pockets for safe, easy storage.&lt;/p&gt; &lt;p&gt;&amp;bull; Dark red cotton shorts. &lt;br /&gt;&amp;bull; 87% Supplex, 13% Lycra.&lt;br /&gt;&amp;bull; Adjustable drawstring waistband.&lt;br /&gt;&amp;bull; Built-in mesh brief.&lt;br /&gt;&amp;bull; Machine wash cold, tumble dry low.&lt;/p&gt;",,27,27,,MSH12
1049,Mona Pullover Hoodlie,"Whether you're after energizing activity or eye-catching apparel, the Mona Pullover is what you want. You'll stay warm and look fashionable, wherever you are.&lt;br /&gt; &lt;br /&gt; &amp;bull; Light green heathered hoodie. &lt;br /&gt; &amp;bull; Long-Sleeve, pullover.&lt;br /&gt; &amp;bull; Long elliptical hem for extra coverage.&lt;br /&gt; &amp;bull; Deep button placket for layering.&lt;br /&gt; &amp;bull; Double rib design.&lt;br /&gt; &amp;bull; Mid layer, mid weight.&lt;br /&gt; &amp;bull; 98% Merino Wool / 2% Spandex",,57,57,,WH01
1065,Hera Pullover Hoodie,"&lt;p&gt;Get ready to rule the studio and dominate the yoga mat in the Hera Pullover Hoodie, a cozy yet classy look for any level of yogi.&lt;/p&gt; &lt;p&gt;&amp;bull; Teal with purple stiching.&lt;br /&gt;&amp;bull; Hoodie pullover.&lt;br /&gt;&amp;bull; Snug fit.&lt;/p&gt;",,48,48,,WH02
1081,Autumn Pullie,"&lt;p&gt;With ultra-soft fleece fabric and an athletic design, our short-sleeve Autumn Pullie delivers a comfortable fit that makes it an everyday essential. A luxurious roll neck protects you from elements.&lt;/p&gt; &lt;p&gt;&amp;bull; Cayenne Short-Sleeve roll neck sweatshirt. &lt;br /&gt;&amp;bull; Relaxed fit. &lt;br /&gt;&amp;bull; Short-Sleeves. &lt;br /&gt;&amp;bull; Machine wash/dry.&lt;/p&gt;",,57,57,,WH03
1097,Miko Pullover Hoodie,"&lt;p&gt;After quality gym time, put on the Miko Pullover Hoody and keep your body warm. You'll find it's fashionable enough for the streets, but comfy enough to relax in at home.&lt;/p&gt; &lt;p&gt;&amp;bull; Teal two-tone hoodie.&lt;br /&gt;&amp;bull; Low scoop neckline.&lt;br /&gt;&amp;bull; Adjustable hood drawstrings.&lt;br /&gt;&amp;bull; Longer rounded hemline for extra back coverage.&lt;br /&gt;&amp;bull; Long-Sleeve style.&lt;/p&gt;",,69,69,,WH04
1113,Selene Yoga Hoodie,"&lt;p&gt;The Selene Yoga Hoodie gets you to and from the studio in semi form-fitted comfort. Snug, sleek contours add fashion to function in this free-moving yoga warm up sweatshirt.&lt;/p&gt; &lt;p&gt;&amp;bull; Ivory heather full zip 3/4 sleeve hoodie.&lt;br /&gt;&amp;bull; Zip pocket at arm for convenient storage.&lt;br /&gt;&amp;bull; 24.0&quot; body length.&lt;br /&gt;&amp;bull; 89% Polyester / 11% Spandex.&lt;/p&gt;",,42,42,,WH05
1119,Daphne Full-Zip Hoodie,"&lt;p&gt;The Daphne Hoodie is an attractive yet rugged layering or outer piece, especially for chilly days en route the studio, doing yardwork or enjoying outdoor recreation.&lt;/p&gt; &lt;p&gt;&amp;bull; Purple full zip hoodie with pink accents. &lt;br /&gt;&amp;bull; Heather texture.&lt;br /&gt;&amp;bull; 4-way stretch.&lt;br /&gt;&amp;bull; Pre-shrunk.&lt;br /&gt;&amp;bull; Hood lined in vegan Sherpa for added warmth.&lt;br /&gt;&amp;bull; Ribbed hem on hood and front pouch pocket.&lt;br /&gt;&amp;bull; 60% Cotton / 40% Polyester.&lt;/p&gt;",,59,59,,WH06
1135,Phoebe Zipper Sweatshirt,&lt;p&gt;A sophisticated layer of warmth awaits you in our full-zip sweatshirt jacket. You'll reach for this one in any season to enjoy its sturdy exterior and plush interior.&lt;/p&gt; &lt;p&gt;&amp;bull; Gray full zip hoodie with yellow detail.&lt;br /&gt;&amp;bull; Hand-warmer pockets. &lt;br /&gt;&amp;bull; Zip MP3 pocket with outlet for earphones wire. &lt;br /&gt;&amp;bull; Polyester/cotton. &lt;br /&gt;&amp;bull; Washable.&lt;/p&gt;,,59,59,,WH07
1151,Cassia Funnel Sweatshirt,&lt;p&gt;The casual Cassia Funnel Sweatshirt sports front angled pockets and a drawstring stretch funnel hoodie. A cowl front neck pairs with a tagless label at back neck.&lt;/p&gt; &lt;p&gt;&amp;bull; White full zip hoodie with gray detail.&lt;br /&gt;&amp;bull; 65% Cotton/28% Nylon/7% Spandex.&lt;br /&gt;&amp;bull; Front slash pockets.&lt;br /&gt;&amp;bull; Tagless label at back neck.&lt;/p&gt;,,48,48,,WH08
1167,Ariel Roll Sleeve Sweatshirt,"&lt;p&gt;Soft, sleek and subtle, the Ariel Roll Sleeve Sweatshirt is a nuanced fitness garment for all occasions. It works equally well as a workout piece or in a casual social setting.&lt;/p&gt; &lt;p&gt;&amp;bull; Purple two-tone lightweight hoodie. &lt;br /&gt;&amp;bull; 100% cotton.&lt;br /&gt;&amp;bull; Adjustable roll sleeves for Long-Sleeve or 3/4 sleeve.&lt;br /&gt;&amp;bull; Casual, comfy piece for running errands or weekend activities.&lt;/p&gt;",,39,39,,WH09
1183,Helena Hooded Fleece,"&lt;p&gt;Wear this hoodie after the gym or before a chilly weather bike ride. Either way, this versatile sweatshirt offers an effortlessly appealing silhouette and a super-comfy fit. Smooth, stretchy fabric creates flattering shape, while the full-zip placket and hood help block gusty winds.&lt;/p&gt; &lt;p&gt;Full zip. &lt;br /&gt;Banded cuffs and waist. &lt;br /&gt;Front pockets. &lt;br /&gt;Machine wash/dry.&lt;/p&gt;",,55,55,,WH10
1199,Eos V-Neck Hoodie,&lt;p&gt;Getting chilly before class starts? Wear the Eos on your way to and from yoga for a cute and cozy warmup piece. Reach for its reliable comfort and enjoy a super-soft blend of fabrics finished in sporty style that includes a hidden kangaroo pocket.&lt;/p&gt; &lt;p&gt;Semi-fitted. &lt;br /&gt;Long-Sleeve. &lt;br /&gt;Machine wash/line dry.&lt;/p&gt;,,54,54,,WH11
1215,Circe Hooded Ice Fleece,"&lt;p&gt;Keep shivers at bay with the Circe Hooded Ice Fleece. Ultra-thick, high-pile fleece traps your body heat and keeps cold outside. The drawstring hood and ribbed details add extra coziness and touches of classic style. Its relaxed fit is loose enough to layer comfortably over your shirt.&lt;/p&gt; &lt;p&gt;Full-zip front. &lt;br /&gt;Three-panel hood. &lt;br /&gt;Flatlock seams throughout. &lt;br /&gt;Welt hand pockets. &lt;br /&gt;Machine wash/dry.&lt;/p&gt;",,68,68,,WH12
1225,Stellar Solar Jacket,"&lt;p&gt;Beat the heat and protect yourself from sunrays with the Stellar Solar Jacket. It's loaded with all the engineered features you need for an intense, safe outdoor workout: 100% UV protection, a breathable perforated construction, and advanced moisture-wicking technology.&lt;/p&gt; &lt;p&gt;&amp;bull; Loose fit. &lt;br /&gt;&amp;bull; Reflectivity. &lt;br /&gt;&amp;bull; Flat seams. &lt;br /&gt;&amp;bull; Machine wash/dry.&lt;br /&gt;&amp;bull; Deep pink jacket with front panel rouching&lt;/p&gt;",,75,75,,WJ01
1241,Josie Yoga Jacket,"&lt;p&gt;When your near future includes yoga, the cozy comfort of the Josie Yoga Jacket gets your mind and body ready. Stretchy CoolTech&amp;trade; fabric with zipper pockets makes this jacket the right gear for studio time or teatime after.&lt;/p&gt; &lt;p&gt;&amp;bull; Slate rouched neck pullover.&lt;br /&gt;&amp;bull; Moisture-wicking fabric.&lt;br /&gt;&amp;bull; Hidden zipper.&lt;br /&gt;&amp;bull; Mesh armpit venting.&lt;br /&gt;&amp;bull; Dropped rear hem.&lt;/p&gt;",,56.25,56.25,,WJ02
1257,Augusta Pullover Jacket,"&lt;p&gt;It's hard to be uncomfortable in the Augusta Pullover Jacket with &amp;frac14; zip. With an incredibly soft fleece lining and textured outer fabric, it offers reliable protection from the elements and a cozy fit as well.&lt;/p&gt; &lt;p&gt;&amp;bull; Pink half-zip pullover. &lt;br /&gt;&amp;bull; Front pouch pockets. &lt;br /&gt;&amp;bull; Fold-down collar.&lt;/p&gt;",,57,57,,WJ03
1273,Ingrid Running Jacket,"&lt;p&gt;The Ingrid Running Jacket combines sleek design and high performance with slim, contoured fit and moisture-wicking fabric. It features a full-zip construction and a collared neck to keep the elements out and body heat in. &lt;br /&gt;&amp;bull; Slim fit. &lt;br /&gt;&amp;bull; Moisture-wicking fabric. &lt;br /&gt;&amp;bull; Two side pockets. &lt;br /&gt;&amp;bull; Zippered pocket at back waist. &lt;br /&gt;&amp;bull; Machine wash/dry.&lt;br /&gt;&amp;bull; Ivory specked full zip&lt;/p&gt;",,84,84,,WJ04
1289,Riona Full Zip Jacket,"&lt;p&gt;The Riona Basic Zip Jacket makes the perfect extra layer for cold-weather workouts. It features amazing breathability and moisture management, but full-length zipper lets you moderate your core temperature even more.&lt;/p&gt; &lt;p&gt;&amp;bull; Brown heather full zip rouched jacket.&lt;br /&gt;&amp;bull; Side hand pockets for extra storage.&lt;br /&gt;&amp;bull; High collar.&lt;br /&gt;&amp;bull; Thick cuffs for extra coverage.&lt;br /&gt;&amp;bull; Durable, shape retention material to longer wear.&lt;/p&gt;",,60,60,,WJ05
